participant.code,participant.label,participant.label_num,participant.payoff,participant.dutch_payoff,participant.honolulu_payoff,participant.time_started_utc,participant.date_num,session.code,session.treatment_num,session.config.real_world_currency_per_point,session.config.skip_intro_dutch,session.config.discount_a,session.config.start_round_dutch,session.config.name,session.config.num_test_rounds,session.config.start_price,session.config.price_tick,session.config.start_round_honolulu,session.config.skip_intro_honolulu,session.config.num_formal_rounds,session.config.discount_b,session.config.participation_fee,subsession.is_dutch_first,subsession.round_number,group.id_in_subsession,player.id_in_group,subsession.price_start,player.item_value,player.is_dutch_winner,group.have_dutch_winner,group.dutch_time_elapsed,group.dutch_final_price,player.contest_status,group.have_contest_winner,player.is_english_winner,player.english_dropout_elpased,group.english_time_elapsed,group.english_final_price,player.is_final_winner,group.final_price,player.payoff,group.auctioneer_utility,predict.player.optimal_dutch_bid,predict.player.is_dutch_winner,predict.player.contest_status,predict.player.english_dropout_elapsed,predict.player.is_english_winner,predict.player.is_final_winner,predict.player.payoff,predict.group.dutch_time_elapsed,predict.group.dutch_final_price,predict.group.english_time_elapsed,predict.group.english_final_price,predict.group.final_price,predict.group.auctioneer_utility
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,1,4,1,12,25.0,1,1,11.22625232,1.0,1,2.0,1,12.16100168,12.16100168,13.0,1,13.0,0.0,7.223348262000001,0.0,1.0,1.0,14.0,1.0,1.0,11.0,12.0,0.0,14.0,14.0,14.0,14.0
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,2,1,1,12,30.0,0,1,7.713233232,5.0,1,2.0,1,18.97191191,18.97191191,24.0,1,24.0,0.0,11.831573815248,0.0,1.0,1.0,25.0,1.0,1.0,5.0,12.0,0.0,25.0,25.0,25.0,25.0
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,3,2,1,12,21.0,0,1,7.207667112,5.0,1,2.0,0,15.28880811,15.28874516,21.0,0,21.0,0.0,12.023931503472,0.0,1.0,1.0,21.0,0.0,0.0,0.0,12.0,0.0,21.0,21.0,21.0,21.0
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,4,1,2,12,49.0,0,1,3.439905405,9.0,1,2.0,1,31.45382118,31.45382118,41.0,1,41.0,5.6,13.817786990285004,0.0,1.0,1.0,42.0,1.0,1.0,7.0,12.0,0.0,42.0,42.0,42.0,42.0
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,5,3,1,12,18.0,0,1,5.100661993,7.0,1,2.0,0,10.17546129,10.17535615,18.0,0,18.0,0.0,12.775601795094,0.0,1.0,1.0,18.0,0.0,0.0,0.0,12.0,0.0,18.0,18.0,18.0,18.0
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,6,3,2,12,2.0,0,1,10.46658921,2.0,2,1.0,0,,0.0,2.0,0,2.0,0.0,1.60226961002,0.0,1.0,1.0,2.0,0.0,0.0,0.0,12.0,0.0,2.0,2.0,2.0,2.0
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,7,2,1,12,30.0,0,1,8.125519514,4.0,1,2.0,1,7.269886971,7.269886971,12.0,1,12.0,15.6,8.489847321420001,0.0,1.0,1.0,5.0,1.0,1.0,25.0,12.0,0.0,5.0,5.0,5.0,5.0
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,8,2,2,12,34.0,0,1,4.928670645,8.0,1,2.0,1,3.690622568,3.690622568,11.0,1,11.0,21.3,9.198567718483,0.0,1.0,1.0,12.0,1.0,1.0,22.0,12.0,0.0,12.0,12.0,12.0,12.0
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,9,1,1,12,8.0,0,1,8.483876228,4.0,1,2.0,0,3.612481833,3.612403393,8.0,0,8.0,0.0,6.161365497608,0.0,1.0,1.0,8.0,0.0,0.0,0.0,12.0,0.0,8.0,8.0,8.0,8.0
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,10,4,1,12,46.0,1,1,11.41014171,1.0,1,2.0,1,23.565835,23.565835,25.0,1,25.0,14.6,8.386411062750001,0.0,1.0,1.0,39.0,1.0,1.0,7.0,12.0,0.0,39.0,39.0,39.0,39.0
