participant.code,participant.label,participant.label_num,participant.payoff,participant.dutch_payoff,participant.honolulu_payoff,participant.time_started_utc,participant.date_num,session.code,session.treatment_num,session.config.real_world_currency_per_point,session.config.skip_intro_dutch,session.config.discount_a,session.config.start_round_dutch,session.config.name,session.config.num_test_rounds,session.config.start_price,session.config.price_tick,session.config.start_round_honolulu,session.config.skip_intro_honolulu,session.config.num_formal_rounds,session.config.discount_b,session.config.participation_fee,subsession.is_dutch_first,subsession.round_number,group.id_in_subsession,player.id_in_group,subsession.price_start,player.item_value,player.is_dutch_winner,group.have_dutch_winner,group.dutch_time_elapsed,group.dutch_final_price,player.is_final_winner,player.payoff,group.auctioneer_utility,predict.player.bid,predict.player.is_dutch_winner,predict.player.payoff,predict.group.dutch_time_elapsed,predict.group.dutch_final_price,predict.group.auctioneer_utility
6v2355zp,p04,4,41.01,107.5,165.9,2022/11/3 2:10:06,2022110302,785y9gdo,221,0.15,0,1,0,02_D2H1,2,12,1,0,0,18,0.009,10,0,1,3,2,50,16.0,0,1,35.16011095,15.0,0,0.0,4.9793683792499985,8.325725095029451,0.0,0.0,25.253301994132634,24.746698005867366,12.872917081971767
6v2355zp,p04,4,41.01,107.5,165.9,2022/11/3 2:10:06,2022110302,785y9gdo,221,0.15,0,1,0,02_D2H1,2,12,1,0,0,18,0.009,10,0,2,4,1,50,18.0,0,1,22.55627608,28.0,0,0.0,16.000061125440002,9.40851078204416,0.0,0.0,30.498501757004153,19.501498242995847,8.200935152859625
6v2355zp,p04,4,41.01,107.5,165.9,2022/11/3 2:10:06,2022110302,785y9gdo,221,0.15,0,1,0,02_D2H1,2,12,1,0,0,18,0.009,10,0,3,1,1,50,4.0,0,1,45.80047798,5.0,0,0.0,0.6489545919000006,2.021458282606404,0.0,0.0,33.92703035083693,16.07296964916307,5.71211519597358
6v2355zp,p04,4,41.01,107.5,165.9,2022/11/3 2:10:06,2022110302,785y9gdo,221,0.15,0,1,0,02_D2H1,2,12,1,0,0,18,0.009,10,0,4,4,1,50,33.0,1,1,25.93362498,25.0,1,6.2,12.6815281345,17.779899174997198,1.0,10.806562176668114,32.2201008250028,17.779899174997198,6.895366437538115
6v2355zp,p04,4,41.01,107.5,165.9,2022/11/3 2:10:06,2022110302,785y9gdo,221,0.15,0,1,0,02_D2H1,2,12,1,0,0,18,0.009,10,0,5,4,2,50,40.0,1,1,25.14097428,25.0,1,11.6,13.058037217,21.818444017829005,1.0,13.570095142380245,28.181555982170995,21.818444017829005,10.13576768871508
6v2355zp,p04,4,41.01,107.5,165.9,2022/11/3 2:10:06,2022110302,785y9gdo,221,0.15,0,1,0,02_D2H1,2,12,1,0,0,18,0.009,10,0,6,4,2,50,46.0,1,1,29.17520022,21.0,1,18.5,9.35909511222,25.336365871370166,1.0,16.07687132138228,24.663634128629834,25.336365871370166,13.463515569359194
6v2355zp,p04,4,41.01,107.5,165.9,2022/11/3 2:10:06,2022110302,785y9gdo,221,0.15,0,1,0,02_D2H1,2,12,1,0,0,18,0.009,10,0,7,2,2,50,42.0,0,1,31.15605116,19.0,0,0.0,7.75266553124,22.98562728868212,0.0,0.0,24.663634128629834,25.336365871370166,13.463515569359194
6v2355zp,p04,4,41.01,107.5,165.9,2022/11/3 2:10:06,2022110302,785y9gdo,221,0.15,0,1,0,02_D2H1,2,12,1,0,0,18,0.009,10,0,8,1,2,50,15.0,0,1,23.24830556,27.0,0,0.0,15.073619247720002,7.7875786958974595,0.0,0.0,28.181555982170995,21.818444017829005,10.13576768871508
6v2355zp,p04,4,41.01,107.5,165.9,2022/11/3 2:10:06,2022110302,785y9gdo,221,0.15,0,1,0,02_D2H1,2,12,1,0,0,18,0.009,10,0,9,2,1,50,40.0,1,1,25.69150662,25.0,1,11.6,12.7965343555,21.818444017829005,1.0,13.570095142380245,28.181555982170995,21.818444017829005,10.13576768871508
6v2355zp,p04,4,41.01,107.5,165.9,2022/11/3 2:10:06,2022110302,785y9gdo,221,0.15,0,1,0,02_D2H1,2,12,1,0,0,18,0.009,10,0,10,2,2,50,50.0,1,1,27.75935197,23.0,1,20.4,10.86916318911,27.707610545548512,1.0,17.81983380615103,22.292389454451488,27.707610545548512,15.971902488009459
6v2355zp,p04,4,41.01,107.5,165.9,2022/11/3 2:10:06,2022110302,785y9gdo,221,0.15,0,1,0,02_D2H1,2,12,1,0,0,18,0.009,10,0,11,5,2,50,17.0,0,1,35.55697918,15.0,0,0.0,4.8662609337000005,8.86604714700881,0.0,0.0,37.29362364149771,12.706376358502288,3.7029068210393263
6v2355zp,p04,4,41.01,107.5,165.9,2022/11/3 2:10:06,2022110302,785y9gdo,221,0.15,0,1,0,02_D2H1,2,12,1,0,0,18,0.009,10,0,12,5,1,50,9.0,0,1,22.48343563,28.0,0,0.0,16.038812244840003,4.606324171707572,0.0,0.0,27.01437271131788,22.98562728868212,11.187723539664061
6v2355zp,p04,4,41.01,107.5,165.9,2022/11/3 2:10:06,2022110302,785y9gdo,221,0.15,0,1,0,02_D2H1,2,12,1,0,0,18,0.009,10,0,13,3,1,50,41.0,1,1,22.22475648,28.0,1,10.4,16.176429552640002,22.401332056492652,1.0,13.978981796627624,27.598667943507348,22.401332056492652,10.654640483024295
