participant.code,participant.label,participant.label_num,participant.payoff,participant.dutch_payoff,participant.honolulu_payoff,participant.time_started_utc,participant.date_num,session.code,session.treatment_num,session.config.real_world_currency_per_point,session.config.skip_intro_dutch,session.config.discount_a,session.config.start_round_dutch,session.config.name,session.config.num_test_rounds,session.config.start_price,session.config.price_tick,session.config.start_round_honolulu,session.config.skip_intro_honolulu,session.config.num_formal_rounds,session.config.discount_b,session.config.participation_fee,subsession.is_dutch_first,subsession.round_number,group.id_in_subsession,player.id_in_group,subsession.price_start,player.item_value,player.is_dutch_winner,group.have_dutch_winner,group.dutch_time_elapsed,group.dutch_final_price,player.contest_status,group.have_contest_winner,player.is_english_winner,player.english_dropout_elpased,group.english_time_elapsed,group.english_final_price,player.is_final_winner,group.final_price,player.payoff,group.auctioneer_utility,predict.player.optimal_dutch_bid,predict.player.is_dutch_winner,predict.player.contest_status,predict.player.english_dropout_elapsed,predict.player.is_english_winner,predict.player.is_final_winner,predict.player.payoff,predict.group.dutch_time_elapsed,predict.group.dutch_final_price,predict.group.english_time_elapsed,predict.group.english_final_price,predict.group.final_price,predict.group.auctioneer_utility
zdnh7x5w,p01,1,9.35,8.9,9.8,2022/10/26 21:05:26,2022102621,15t0rnnr,512,0.5,0,1,0,05_D1H2,2,32,1,0,0,25,0.019,5,1,1,1,2,32,4.0,0,1,16.52572227,16.0,2,2.0,0,,6.414884806,22.0,0,22.0,0.0,12.410826242232002,2.0032772517558897,0.0,0.0,,0.0,0.0,0.0,2.294029486045563,29.705970513954437,0.0,29.705970513954437,29.705970513954437,28.411189440812816
zdnh7x5w,p01,1,9.35,8.9,9.8,2022/10/26 21:05:26,2022102621,15t0rnnr,512,0.5,0,1,0,05_D1H2,2,32,1,0,0,25,0.019,5,1,2,1,1,32,38.0,1,1,12.58639526,20.0,1,1.0,0,,0.0,20.0,1,20.0,0.0,15.217169801199999,26.02939363493433,1.0,1.0,,1.0,1.0,10.612642572483493,5.97060636506567,26.02939363493433,0.0,26.02939363493433,26.02939363493433,23.076579631939094
zdnh7x5w,p01,1,9.35,8.9,9.8,2022/10/26 21:05:26,2022102621,15t0rnnr,512,0.5,0,1,0,05_D1H2,2,32,1,0,0,25,0.019,5,1,3,1,5,32,14.0,0,1,19.72293901,13.0,2,2.0,0,,18.34658837,31.0,0,31.0,0.0,8.577048373180004,8.668553761117737,0.0,0.0,,0.0,0.0,0.0,0.0,32.0,0.0,32.0,32.0,32.0
zdnh7x5w,p01,1,9.35,8.9,9.8,2022/10/26 21:05:26,2022102621,15t0rnnr,512,0.5,0,1,0,05_D1H2,2,32,1,0,0,25,0.019,5,1,4,2,1,32,37.0,0,1,21.92683744,11.0,1,4.0,0,25.50360656,25.50351238,36.0,0,36.0,0.0,3.5576407231199974,25.2953267275131,0.0,1.0,5.0,0.0,0.0,0.0,0.0,32.0,5.0,37.0,37.0,33.485
zdnh7x5w,p01,1,9.35,8.9,9.8,2022/10/26 21:05:26,2022102621,15t0rnnr,512,0.5,0,1,0,05_D1H2,2,32,1,0,0,25,0.019,5,1,5,2,2,32,33.0,0,1,25.92012572,7.0,1,3.0,0,17.77077079,17.77068448,24.0,0,24.0,0.0,4.076990548799999,22.36419608463029,1.0,1.0,3.63580391536971,1.0,1.0,5.234876158511657,9.63580391536971,22.36419608463029,3.63580391536971,26.0,26.0,19.443825731614726
zdnh7x5w,p01,1,9.35,8.9,9.8,2022/10/26 21:05:26,2022102621,15t0rnnr,512,0.5,0,1,0,05_D1H2,2,32,1,0,0,25,0.019,5,1,6,2,4,32,42.0,1,1,17.93701553,15.0,1,3.0,1,18.46346521,18.46346521,33.0,1,33.0,2.8,10.17689857602,28.96990331922315,1.0,1.0,5.03009668077685,1.0,1.0,6.774850609043837,3.0300966807768503,28.96990331922315,5.03009668077685,34.0,34.0,28.79311508843631
zdnh7x5w,p01,1,9.35,8.9,9.8,2022/10/26 21:05:26,2022102621,15t0rnnr,512,0.5,0,1,0,05_D1H2,2,32,1,0,0,25,0.019,5,1,7,2,4,32,41.0,1,1,2.272597075,30.0,1,3.0,0,9.868069887,9.868010759,40.0,0,40.0,0.0,30.77313804616,28.23418979763378,0.0,1.0,9.0,0.0,0.0,0.0,0.0,32.0,9.0,41.0,41.0,33.989
zdnh7x5w,p01,1,9.35,8.9,9.8,2022/10/26 21:05:26,2022102621,15t0rnnr,512,0.5,0,1,0,05_D1H2,2,32,1,0,0,25,0.019,5,1,8,1,2,32,35.0,1,1,5.705769062,27.0,1,3.0,0,7.680840254,19.61346817,46.0,0,46.0,0.0,23.870986659232003,23.828664952498432,0.0,1.0,3.0,0.0,0.0,0.0,0.0,32.0,14.0,46.0,46.0,33.763999999999996
zdnh7x5w,p01,1,9.35,8.9,9.8,2022/10/26 21:05:26,2022102621,15t0rnnr,512,0.5,0,1,0,05_D1H2,2,32,1,0,0,25,0.019,5,1,9,1,4,32,42.0,1,1,2.119264364,30.0,1,3.0,0,10.9951303,10.99507427,41.0,0,41.0,0.0,30.783930204114,28.96990331922315,0.0,1.0,10.0,0.0,0.0,0.0,0.0,32.0,12.0,44.0,44.0,33.968
zdnh7x5w,p01,1,9.35,8.9,9.8,2022/10/26 21:05:26,2022102621,15t0rnnr,512,0.5,0,1,0,05_D1H2,2,32,1,0,0,25,0.019,5,1,10,1,3,32,31.0,0,1,18.27066731,14.0,1,3.0,0,14.90387917,14.90382409,29.0,0,29.0,0.0,10.720855238599999,20.90224420479142,0.0,1.0,6.438260249334956,0.0,0.0,0.0,7.438260249334956,24.561739750665044,7.438260249334956,32.0,32.0,22.955075536808693
