participant.code,participant.label,participant.label_num,participant.payoff,participant.dutch_payoff,participant.honolulu_payoff,participant.time_started_utc,participant.date_num,session.code,session.treatment_num,session.config.real_world_currency_per_point,session.config.skip_intro_dutch,session.config.discount_a,session.config.start_round_dutch,session.config.name,session.config.num_test_rounds,session.config.start_price,session.config.price_tick,session.config.start_round_honolulu,session.config.skip_intro_honolulu,session.config.num_formal_rounds,session.config.discount_b,session.config.participation_fee,subsession.is_dutch_first,subsession.round_number,group.id_in_subsession,player.id_in_group,subsession.price_start,player.item_value,player.is_dutch_winner,group.have_dutch_winner,group.dutch_time_elapsed,group.dutch_final_price,player.is_final_winner,player.payoff,group.auctioneer_utility,predict.player.bid,predict.player.is_dutch_winner,predict.player.payoff,predict.group.dutch_time_elapsed,predict.group.dutch_final_price,predict.group.auctioneer_utility
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,1,3,2,50,5.0,0,1,27.04462576,23.0,0,0.0,11.181498542880002,2.5,0.0,-0.0,27.0,23.0,23.0
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,2,2,2,50,15.0,0,1,10.92905164,40.0,0,0.0,31.693920753600004,7.5,0.0,-0.0,29.5,20.5,20.5
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,3,1,1,50,5.0,0,1,34.34496212,16.0,0,0.0,5.559131515520001,2.5,0.0,-0.0,33.0,17.0,17.0
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,4,4,1,50,40.0,1,1,21.72018504,29.0,1,8.9,17.032178042960002,20.0,0.0,0.0,29.5,20.5,20.5
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,5,1,2,50,2.0,0,1,44.70438385,6.0,0,0.0,0.9037002411000004,1.0,0.0,-0.0,45.5,4.5,4.5
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,6,2,2,50,41.0,0,1,22.84463644,28.0,0,0.0,15.84665341392,20.5,1.0,20.5,29.5,20.5,20.5
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,7,4,1,50,24.0,1,1,33.93002653,17.0,1,4.9,6.040601430810002,12.0,1.0,12.0,38.0,12.0,12.0
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,8,1,1,50,50.0,1,1,14.94036508,36.0,1,12.2,25.78079028528,25.0,1.0,25.0,25.0,25.0,25.0
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,9,1,1,50,35.0,1,1,21.77083373,29.0,1,4.9,17.00427061477,17.5,1.0,17.5,32.5,17.5,17.5
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,10,1,2,50,29.0,1,1,29.26721168,21.0,1,5.9,9.32238253968,14.5,1.0,14.5,35.5,14.5,14.5
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,11,3,1,50,9.0,0,1,45.56052923,5.0,0,0.0,0.6717497231500003,4.5,0.0,0.0,43.0,7.0,7.0
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,12,1,2,50,40.0,1,1,31.97102737,19.0,1,15.1,7.45845911943,20.0,1.0,20.0,30.0,20.0,20.0
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,13,3,1,50,28.0,0,1,26.16361952,24.0,0,0.0,12.06938949888,14.0,0.0,0.0,32.0,18.0,18.0
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,14,3,1,50,24.0,1,1,35.32217264,15.0,1,6.2,4.9331807976,12.0,0.0,0.0,35.5,14.5,14.5
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,15,1,2,50,30.0,0,1,18.22741032,32.0,0,0.0,20.91773452544,15.0,0.0,0.0,25.5,24.5,24.5
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,16,4,1,50,41.0,1,1,23.01855445,27.0,1,11.1,15.19148156715,20.5,0.0,0.0,28.5,21.5,21.5
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,17,1,1,50,38.0,1,1,25.04392505,25.0,1,10.1,13.10413560125,19.0,1.0,19.0,31.0,19.0,19.0
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,18,4,2,50,23.0,0,1,29.69184709,21.0,0,0.0,9.15295301109,11.5,0.0,0.0,28.5,21.5,21.5
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,19,4,1,50,11.0,0,1,42.84792876,8.0,0,0.0,1.4871148284800002,5.5,0.0,0.0,44.0,6.0,6.0
k0p1qgcr,p09,9,21.85,79.3,66.4,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,20,1,2,50,28.0,0,1,21.28629661,29.0,0,0.0,17.27125056789,14.0,0.0,0.0,29.5,20.5,20.5
oxm5vtpc,p08,8,25.02,70.7,96.1,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,1,4,2,50,47.0,0,1,47.87129807,3.0,0,0.0,0.2713360100099999,23.5,1.0,23.5,26.5,23.5,23.5
oxm5vtpc,p08,8,25.02,70.7,96.1,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,2,4,1,50,26.0,0,1,41.07786274,9.0,0,0.0,1.9756854714600005,13.0,1.0,13.0,37.0,13.0,13.0
oxm5vtpc,p08,8,25.02,70.7,96.1,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,3,4,2,50,9.0,0,1,25.65695405,25.0,0,0.0,12.812946826249998,4.5,0.0,-0.0,25.0,25.0,25.0
oxm5vtpc,p08,8,25.02,70.7,96.1,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,4,1,2,50,44.0,1,1,35.04440355,15.0,1,19.9,5.0123449882500015,22.0,1.0,22.0,28.0,22.0,22.0
oxm5vtpc,p08,8,25.02,70.7,96.1,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,5,1,1,50,9.0,1,1,44.70438385,6.0,1,1.8,0.9037002411000004,4.5,1.0,4.5,45.5,4.5,4.5
oxm5vtpc,p08,8,25.02,70.7,96.1,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,6,4,2,50,31.0,0,1,29.0796361,21.0,0,0.0,9.3972251961,15.5,0.0,0.0,29.0,21.0,21.0
oxm5vtpc,p08,8,25.02,70.7,96.1,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,7,1,1,50,3.0,0,1,22.79089475,28.0,0,0.0,15.875243993000002,1.5,0.0,-0.0,31.0,19.0,19.0
oxm5vtpc,p08,8,25.02,70.7,96.1,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,8,2,2,50,29.0,0,1,20.90716004,30.0,0,0.0,18.0829187772,14.5,0.0,0.0,26.5,23.5,23.5
oxm5vtpc,p08,8,25.02,70.7,96.1,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,9,3,2,50,2.0,0,1,41.82880783,9.0,0,0.0,1.84727386107,1.0,0.0,-0.0,41.5,8.5,8.5
oxm5vtpc,p08,8,25.02,70.7,96.1,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,10,1,1,50,13.0,0,1,29.26721168,21.0,0,0.0,9.32238253968,6.5,0.0,-0.0,35.5,14.5,14.5
oxm5vtpc,p08,8,25.02,70.7,96.1,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,11,2,1,50,18.0,0,1,21.8552227,29.0,0,0.0,16.9577722923,9.0,0.0,-0.0,26.0,24.0,24.0
oxm5vtpc,p08,8,25.02,70.7,96.1,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,12,3,1,50,19.0,1,1,40.51177597,10.0,1,5.8,2.3027625656999997,9.5,1.0,9.5,40.5,9.5,9.5
oxm5vtpc,p08,8,25.02,70.7,96.1,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,13,4,1,50,12.0,0,1,20.79987526,30.0,0,0.0,18.1440711018,6.0,0.0,-0.0,26.0,24.0,24.0
oxm5vtpc,p08,8,25.02,70.7,96.1,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,14,2,1,50,42.0,1,1,33.25612879,17.0,1,17.6,6.258270400830001,21.0,1.0,21.0,29.0,21.0,21.0
oxm5vtpc,p08,8,25.02,70.7,96.1,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,15,2,2,50,7.0,0,1,25.13672185,25.0,0,0.0,13.06005712125,3.5,0.0,-0.0,33.5,16.5,16.5
oxm5vtpc,p08,8,25.02,70.7,96.1,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,16,4,2,50,43.0,0,1,23.01855445,27.0,0,0.0,15.19148156715,21.5,1.0,21.5,28.5,21.5,21.5
oxm5vtpc,p08,8,25.02,70.7,96.1,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,17,3,1,50,31.0,1,1,32.7194922,18.0,1,9.3,6.809933667600001,15.5,1.0,15.5,34.5,15.5,15.5
oxm5vtpc,p08,8,25.02,70.7,96.1,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,18,4,1,50,43.0,1,1,29.69184709,21.0,1,16.3,9.15295301109,21.5,1.0,21.5,28.5,21.5,21.5
oxm5vtpc,p08,8,25.02,70.7,96.1,2022/10/27 23:04:07,2022102723,5m969a1u,212,0.15,0,1,0,02_D1H2,2,12,1,0,0,18,0.009,10,1,19,2,2,50,39.0,0,1,23.22021556,27.0,0,0.0,15.08802941772,19.5,0.0,0.0,29.5,20.5,20.5
