participant.code,participant.label,participant.label_num,participant.payoff,participant.dutch_payoff,participant.honolulu_payoff,participant.time_started_utc,participant.date_num,session.code,session.treatment_num,session.config.real_world_currency_per_point,session.config.skip_intro_dutch,session.config.discount_a,session.config.start_round_dutch,session.config.name,session.config.num_test_rounds,session.config.start_price,session.config.price_tick,session.config.start_round_honolulu,session.config.skip_intro_honolulu,session.config.num_formal_rounds,session.config.discount_b,session.config.participation_fee,subsession.is_dutch_first,subsession.round_number,group.id_in_subsession,player.id_in_group,subsession.price_start,player.item_value,player.is_dutch_winner,group.have_dutch_winner,group.dutch_time_elapsed,group.dutch_final_price,player.contest_status,group.have_contest_winner,player.is_english_winner,player.english_dropout_elpased,group.english_time_elapsed,group.english_final_price,player.is_final_winner,group.final_price,player.payoff,group.auctioneer_utility,predict.player.optimal_dutch_bid,predict.player.is_dutch_winner,predict.player.contest_status,predict.player.english_dropout_elapsed,predict.player.is_english_winner,predict.player.is_final_winner,predict.player.payoff,predict.group.dutch_time_elapsed,predict.group.dutch_final_price,predict.group.english_time_elapsed,predict.group.english_final_price,predict.group.final_price,predict.group.auctioneer_utility,player.dropout_price,player.dropout_price.accurate,player.dropout_payoff,player.dropout_payoff.accurate,predict.player.dropout_price,predict.player.dropout_price.accurate,predict.player.dropout_payoff,predict.player.dropout_payoff.accurate
4cbiy0ib,p15,15,-8.45,-30.9,14.0,2022/11/1 23:06:26,2022110123,r6ovli5x,521,0.5,0,1,0,05_D2H1,2,27,1,0,0,28,0.009,10,0,1,3,4,27,3.0,0,1,6.62397027,21.0,0,3.0,0,0.0,6.66394496,28.0,0,28.0,0.0,20.93082909764,1.351061138788633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,9.0,36.0,36.0,29.844,21.0,20.37602973,-18.972,-18.411914469079402,27.0,27.0,-24.0,-24.0
4cbiy0ib,p15,15,-8.45,-30.9,14.0,2022/11/1 23:06:26,2022110123,r6ovli5x,521,0.5,0,1,0,05_D2H1,2,27,1,0,0,28,0.009,10,0,2,1,5,27,30.0,0,1,12.75709343,15.0,0,3.0,0,0.0,21.83615422,37.0,0,37.0,0.0,12.68094690205,19.77657096041612,0.0,1.0,3.0,0.0,0.0,0.0,0.0,27.0,10.0,37.0,37.0,29.97,15.0,14.24290657,13.38,13.947961012354257,30.0,30.0,0.0,0.0
4cbiy0ib,p15,15,-8.45,-30.9,14.0,2022/11/1 23:06:26,2022110123,r6ovli5x,521,0.5,0,1,0,05_D2H1,2,27,1,0,0,28,0.009,10,0,3,3,5,27,25.0,0,1,2.33579421,25.0,1,3.0,0,3.458822012,8.289260149,33.0,0,33.0,0.0,26.338090916907,16.17259853400748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,33.0,33.0,29.238,29.0,28.123027802,-4.18,-3.285898530069035,27.0,27.0,-2.0,-2.0
4cbiy0ib,p15,15,-8.45,-30.9,14.0,2022/11/1 23:06:26,2022110123,r6ovli5x,521,0.5,0,1,0,05_D2H1,2,27,1,0,0,28,0.009,10,0,4,3,1,27,21.0,0,1,2.445032358,25.0,2,1.0,0,0.0,0.0,25.0,0,25.0,0.0,23.83860962995,13.31606778305118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,27.0,27.0,27.0,25.0,24.554967642,-4.072,-3.6331957402469977,27.0,27.0,-6.0,-6.0
4cbiy0ib,p15,15,-8.45,-30.9,14.0,2022/11/1 23:06:26,2022110123,r6ovli5x,521,0.5,0,1,0,05_D2H1,2,27,1,0,0,28,0.009,10,0,5,3,1,27,39.0,0,1,7.658743382,20.0,1,4.0,0,3.752745867,5.967292547,26.0,0,26.0,0.0,19.268738251074,26.32373521671415,0.0,1.0,12.0,0.0,0.0,0.0,0.0,27.0,12.0,39.0,39.0,30.108,24.0,23.094002485,13.515,14.27239743826661,39.0,39.0,0.0,0.0
4cbiy0ib,p15,15,-8.45,-30.9,14.0,2022/11/1 23:06:26,2022110123,r6ovli5x,521,0.5,0,1,0,05_D2H1,2,27,1,0,0,28,0.009,10,0,6,1,1,27,17.0,0,1,2.194458485,25.0,2,2.0,0,0.0,12.46748519,38.0,0,38.0,0.0,27.41407666665,10.494140712386894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,27.0,27.0,27.0,25.0,24.805541515,-8.144,-7.959701946268505,27.0,27.0,-10.0,-10.0
4cbiy0ib,p15,15,-8.45,-30.9,14.0,2022/11/1 23:06:26,2022110123,r6ovli5x,521,0.5,0,1,0,05_D2H1,2,27,1,0,0,28,0.009,10,0,7,1,3,27,45.0,0,1,3.312421083,24.0,1,4.0,0,10.47616363,10.47610807,35.0,0,35.0,0.0,25.830628113255,27.0,1.0,1.0,14.0,1.0,1.0,3.496,0.0,27.0,14.0,41.0,41.0,30.094,35.0,34.163742547,8.83,9.491507568236889,41.0,41.0,3.496,3.496
4cbiy0ib,p15,15,-8.45,-30.9,14.0,2022/11/1 23:06:26,2022110123,r6ovli5x,521,0.5,0,1,0,05_D2H1,2,27,1,0,0,28,0.009,10,0,8,1,1,27,18.0,0,1,2.514886379,25.0,0,2.0,0,0.0,8.617728472,34.0,0,34.0,0.0,26.808330806254,11.195595594417307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,7.0,34.0,34.0,29.478,25.0,24.485113621,-7.126,-6.631897536205483,27.0,27.0,-9.0,-9.0
4cbiy0ib,p15,15,-8.45,-30.9,14.0,2022/11/1 23:06:26,2022110123,r6ovli5x,521,0.5,0,1,0,05_D2H1,2,27,1,0,0,28,0.009,10,0,9,1,5,27,12.0,0,1,3.242465973,24.0,2,2.0,0,0.0,11.43755841,36.0,0,36.0,0.0,25.958863322028,7.0431197556304825,0.0,0.0,0.0,0.0,0.0,0.0,1.406540532995237,25.593459467004763,9.406540532995235,35.0,35.0,27.809301091116332,24.0,23.757534027,-12.323999999999998,-12.100644663080434,26.0,25.593459467004763,-14.125999999999998,-13.765537232520494
4cbiy0ib,p15,15,-8.45,-30.9,14.0,2022/11/1 23:06:26,2022110123,r6ovli5x,521,0.5,0,1,0,05_D2H1,2,27,1,0,0,28,0.009,10,0,10,2,3,27,6.0,0,1,7.621286869,20.0,2,3.0,0,0.0,3.879882336,24.0,0,24.0,0.0,18.75546684252,3.118704380773951,0.0,0.0,0.0,0.0,0.0,0.0,5.048077574812456,21.951922425187544,5.048077574812456,27.0,27.0,21.82067240824242,20.0,19.378713130999998,-14.882,-14.29638022738467,22.0,21.951922425187544,-16.72,-16.67666130201518
